,model,submodel,mean_acc,std_acc,min_acc,max_acc,q1_acc,median_acc,q3_acc,mean_auc,std_auc,min_auc,max_auc,q1_auc,median_auc,q3_auc,mean_pr,std_pr,min_pr,max_pr,q1_pr,median_pr,q3_pr,mean_f1,std_f1,min_f1,max_f1,q1_f1,median_f1,q3_f1,n_folds,mean_tn,mean_fp,mean_fn,mean_tp,robust_acc,robust_f1
10,efficientnet,B4,0.6879456758499145,0.01761946596154763,0.6672325730323792,0.7130730152130127,0.6757215857505798,0.6910017132759094,0.6926994919776917,0.7637899227487605,0.0186430588020485,0.7319381990084168,0.7799723279142164,0.7659921595756947,0.7674968292401707,0.7735500980053038,0.7374890739761534,0.02179402207359984,0.7122572065420557,0.7601817508961438,0.7160369602746998,0.749079540120826,0.7498899120470415,0.6822291215020477,0.018801872604284908,0.66385976674872,0.7091969789488595,0.6648673559287663,0.6844296027391783,0.6887919031447152,5,164.2,53.6,130.2,241.0,0.6703262098883669,0.6634272488977628
11,efficientnet,B5,0.706960940361023,0.01334685812717972,0.6876060962677002,0.7215619683265686,0.7011884450912476,0.7079796195030212,0.7164685726165771,0.7751862100772512,0.015668759879972488,0.7547215496368038,0.7953649256312695,0.766389945808832,0.7754006687420731,0.7840539605672777,0.7401261172066637,0.021875763505483783,0.7094150525428967,0.7706439528873752,0.7351184215082711,0.7419895234451508,0.7434636356496251,0.7050791141227,0.013817978621441976,0.6850560232864324,0.7209756385603663,0.6987492394512703,0.7075336562684413,0.7130810130469891,5,186.2,64.4,108.2,230.2,0.6936140822338432,0.691261135501258
12,efficientnet,B6,0.6893038988113404,0.012533816116308298,0.6740237474441528,0.7045840620994568,0.6791171431541443,0.6926994919776917,0.6960950493812561,0.7717733194972904,0.011814022847745175,0.7538337368845844,0.7858584111610746,0.7700564971751412,0.7714285714285715,0.7776893808370806,0.7569477214924747,0.019880864423115523,0.7291221053462377,0.7805575798141285,0.7466910102278357,0.7597467018061745,0.7686212102679975,0.6880331864177313,0.011935665807573412,0.6732316177346791,0.7017912378354427,0.6784906591126197,0.6906449718991488,0.6960074455067666,5,186.0,74.6,108.4,220.0,0.676770082695032,0.6760975206101578
13,efficientnet,B7,0.7130730032920838,0.014356150209872747,0.6943972706794739,0.7283531427383423,0.706281840801239,0.7096773982048035,0.7266553640365601,0.7842349821284446,0.014494617922527061,0.7657615588608324,0.7996310388562204,0.7737230485414506,0.7855874553211114,0.7964718090626081,0.7679221755749432,0.02158201218977144,0.7457807028926434,0.7952650150199776,0.7553025089593821,0.756824473247439,0.786438177755274,0.7127583586011406,0.014385244524055856,0.6943893502021845,0.7282207406399497,0.7057083806672377,0.7090198339519671,0.726453487544364,5,202.0,76.6,92.4,218.0,0.698716853082211,0.6983731140770847
14,alexnet,nan,0.8302207231521607,0.008903306186442302,0.8200339674949646,0.8404074907302856,0.8217317461967468,0.833616316318512,0.8353140950202942,0.9085610515392597,0.004775439600255229,0.9023175371843652,0.9150466966447596,0.9067104808024904,0.9077135939121412,0.9110169491525424,0.8947748995536404,0.007661603522854113,0.8854947079501284,0.904114647812876,0.8888356189793565,0.8956067778789059,0.8998227451469347,0.8297781816402543,0.008773274576229841,0.8200292819385323,0.8394704440626617,0.8209866308628972,0.8330923635354294,0.8353121878017511,5,232.8,38.4,61.6,256.2,0.8213174169657184,0.8210049070640244
15,googlenet,nan,0.6977928757667542,0.018285784268858293,0.6689304113388062,0.7130730152130127,0.6926994919776917,0.7011884450912476,0.7130730152130127,0.7721814827625966,0.02628541409826334,0.7270033437103656,0.7952150351666092,0.7758849302432838,0.7793612360198318,0.7834428686728929,0.753213791513329,0.03874842523097196,0.687631333807043,0.7872081665358721,0.7523281899614164,0.7662078597010518,0.7726934075612614,0.6954107142141674,0.020058316944982685,0.6639082051680767,0.7129538529330478,0.6914150530176755,0.6962636488961447,0.7125128110558924,5,183.2,66.8,111.2,227.8,0.6795070914978959,0.6753523972691847
16,resnet,101,0.6886247873306275,0.025483868879029765,0.6553480625152588,0.7113752365112305,0.6672325730323792,0.7028862237930298,0.706281840801239,0.7508993427879627,0.05461865677859423,0.6864291479303585,0.8053384065490604,0.7032514700795572,0.7587743572005072,0.8007033321803296,0.7625382408072171,0.03176943615999059,0.7287499569649118,0.7960916071935111,0.7333242936493021,0.7617282073563295,0.7927971388720308,0.6864871872784685,0.024317336544235783,0.6552844493789706,0.7111345699764834,0.6663082387198238,0.696717809513087,0.7029908688039777,5,192.2,81.2,102.2,213.4,0.6631409184515977,0.6621698507342327
17,resnet,152,0.7222410798072815,0.014830185978579703,0.6977928876876831,0.7368420958518982,0.7215619683265686,0.7249575257301331,0.7300509214401245,0.8052081171451633,0.018277247767795723,0.7788193243399055,0.8304277643260696,0.8042372881355933,0.8057304277643261,0.8068257811599215,0.8033027066267048,0.01884032361283925,0.7836439735383435,0.8343334180919542,0.7952569629648755,0.8013278001534694,0.8019513783848818,0.7213693751645198,0.014709648831416336,0.6975409029169496,0.7366933398472695,0.7202062283437894,0.7234837896875124,0.7289226150270789,5,200.2,69.4,94.2,225.2,0.7074108938287018,0.7066597263331035
18,resnet,18,0.6981324315071106,0.014917397049861662,0.6757215857505798,0.7147707939147949,0.6943972706794739,0.6977928876876831,0.7079796195030212,0.7910976594027441,0.016653985383516284,0.7743802605788078,0.8154156577885391,0.7788885045543641,0.7871209500749452,0.7996829240170643,0.7849957732912272,0.024533559244771217,0.7584253287430396,0.8220002456116847,0.7705287707800972,0.7794347934920116,0.7945897278293023,0.6926821292233347,0.019946980426092276,0.6606825571712156,0.712074298431125,0.6910523537029646,0.6931865486833237,0.7064148881280445,5,170.8,54.2,123.6,240.4,0.683215034457249,0.6727351487972424
19,resnet,34,0.6991510987281799,0.019335471473364906,0.6808149218559265,0.7300509214401245,0.6876060962677002,0.6926994919776917,0.7045840620994568,0.7810918943848726,0.020309641836102118,0.7673930589184828,0.8168107921134555,0.7714401014643145,0.7720108382335985,0.7778046811945117,0.7761279105208658,0.027101751504806565,0.7470689987484762,0.8199978666034833,0.7670283066583519,0.7673597765776272,0.7791846040163899,0.6987196643013898,0.01901782089511196,0.680740394009578,0.7294394943763696,0.6876052065528653,0.6926675937491122,0.7031456328190239,5,200.6,83.4,93.8,211.2,0.679815627254815,0.6797018434062778
20,resnet,50,0.7310696125030518,0.022670472674245344,0.7079796195030212,0.7691001892089844,0.7249575257301331,0.7266553640365601,0.7266553640365601,0.8115957569468465,0.015808711080715812,0.8010146431453938,0.8395364925631269,0.8037818517237405,0.8063761097659403,0.8072696875360313,0.8013141235342083,0.022425423464664692,0.7815841898309832,0.838708499917562,0.7877560179572202,0.7952775160032205,0.803244393962055,0.729258822075063,0.024489299399266827,0.7017686352853123,0.7690675472707538,0.7228798741943477,0.726036217637615,0.7265418359872864,5,197.0,61.0,97.4,233.6,0.7083991398288064,0.7047695226757962
21,swin,s,0.7578947424888611,0.013719586874697818,0.7334465384483337,0.7657045722007751,0.7623090147972107,0.7640067934989929,0.7640067934989929,0.8454479418886199,0.016773849079977345,0.8189669087974173,0.8625273838348899,0.841415888389254,0.8485587455321113,0.855770782889427,0.8346221272256331,0.020462478258868693,0.8084591638797117,0.8649498313788975,0.8269878546437115,0.8345847711492506,0.8381290150765942,0.7578158339048595,0.013720630924401246,0.7333696582896134,0.765687693881395,0.7622260618729018,0.7638325134037941,0.7639632420765939,5,220.8,69.0,73.6,225.6,0.7441751556141634,0.7440952029804583
22,swin,t,0.7640068054199218,0.013096133316400239,0.7470288872718811,0.7775891423225403,0.755517840385437,0.7640067934989929,0.7758913636207581,0.8475833045082439,0.010689237389409783,0.835477919981552,0.8583362158422692,0.8375417963795688,0.8494638533379454,0.8570967369998845,0.8362234470822127,0.01993185691282824,0.8139783821888227,0.8560359074535738,0.8160790710320343,0.8429796493387425,0.85204422539789,0.7636213194495572,0.01342410515853375,0.7459715068463086,0.7775250006699186,0.7555171170774819,0.7632177874211532,0.7758751852329241,5,217.2,61.8,77.2,232.8,0.7509106721035216,0.7501972142910235
